2.92928E+11,MO-115115-4400115115,2929280,MO-115115,PK,8,COLE ELEM.,ST. LOUIS CITY,St. Louis city,3935 ENRIGHT AVE,ST LOUIS,MO,63108,3559,(314)533-0894,11,City: Large,No,No,Yes,Yes,399,28,14.3,399,0
2.92928E+11,MO-115115-1510115115,2929280,MO-115115,9,12,COLLEGIATE SCHOOL OF MED/BIO,ST. LOUIS CITY,St. Louis city,1547 S. THERESA AV,ST. LOUIS,MO,63104,,(314)696-2290,11,City: Large,No,No,No,†,174,15,11.6,174,0
2.92928E+11,MO-115115-4420115115,2929280,MO-115115,PK,6,COLUMBIA ELEM. COMM. ED. CTR.,ST. LOUIS CITY,St. Louis city,3120 ST LOUIS AVE,ST LOUIS,MO,63106,1122,(314)533-2750,11,City: Large,No,No,Yes,Yes,151,13,11.6,151,0
2.92928E+11,MO-115115-1222115115,2929280,MO-115115,8,12,COMMUNITY ACCESS JOB TRAINING,ST. LOUIS CITY,St. Louis city,4915 DONOVAN AVE,ST LOUIS,MO,63109,2631,(314)481-4095,11,City: Large,No,No,Yes,Yes,143,18,7.9,143,0
2.92928E+11,MO-115115-3390115115,2929280,MO-115115,6,8,COMPTON-DREW ILC MIDDLE,ST. LOUIS CITY,St. Louis city,5130 OAKLAND AVE,ST LOUIS,MO,63110,1406,(314)652-9282,11,City: Large,No,Yes,Yes,Yes,481,33,14.6,481,0
2.90058E+11,MO-115906-1920115906,2900579,MO-115906,7,12,CONFLUENCE PREPARATORY ACADEMY,CONFLUENCE ACADEMIES,St. Louis city,310 NORTH 15 STREET,ST LOUIS,MO,63103,2378,(314)588-1088,11,City: Large,Yes,No,Yes,Yes,626,47,13.3,626,0
2.92928E+11,MO-115115-4470115115,2929280,MO-115115,PK,5,DEWEY SCH.-INTERNAT'L. STUDIES,ST. LOUIS CITY,St. Louis city,815 ANN AVE,ST LOUIS,MO,63104,4134,(314)645-4845,11,City: Large,No,Yes,Yes,Yes,438,28.4,15.4,438,0
2.92928E+11,MO-115115-4480115115,2929280,MO-115115,PK,6,DUNBAR AND BR.,ST. LOUIS CITY,St. Louis city,1415 N GARRISON AVE,ST LOUIS,MO,63106,1506,(314)533-2526,11,City: Large,No,No,Yes,Yes,199,17.5,11.4,199,0
2.90061E+11,MO-115923-6996115923,2900605,MO-115923,KG,4,EAGLE FOX PARK,EAGLE COLLEGE PREP ENDEAVOR,St. Louis city,2617 SHENANDOAH AVE.,ST. LOUIS,MO,63104,2311,(314)450-7651,11,City: Large,Yes,No,Yes,Yes,144,12.04,12,141,0
2.90061E+11,MO-115923-6995115923,2900605,MO-115923,KG,7,EAGLE TOWER GROVE SOUTH,EAGLE COLLEGE PREP ENDEAVOR,St. Louis city,3716 MORGANFORD RD.,ST. LOUIS,MO,63116,1615,(314)571-5762,11,City: Large,Yes,No,Yes,Yes,186,12.31,15.1,183,0
2.92928E+11,MO-115115-5610115115,2929280,MO-115115,PK,6,EARL NANCE SR. ELEM.,ST. LOUIS CITY,St. Louis city,8959 RIVERVIEW BLVD,ST LOUIS,MO,63147,1475,(314)867-0634,11,City: Large,No,No,Yes,Yes,318,22,14.5,318,0
2.92928E+11,MO-115115-1024115115,2929280,MO-115115,KG,8,EDUC THERAP SUPPORT AT MADISON,ST. LOUIS CITY,St. Louis city,118 SOUTH 7TH ST.,ST. LOUIS,MO,63104,,(314)932-5711,11,City: Large,No,No,†,†,0,11,†,†,†
2.92928E+11,MO-115115-5520115115,2929280,MO-115115,PK,8,ELIAS MICHAEL ELEM.,ST. LOUIS CITY,St. Louis city,2 GATEWAY DR,ST LOUIS,MO,63106,2131,(314)241-0993,11,City: Large,No,No,Yes,Yes,61,8.5,7.2,61,0
2.92928E+11,MO-115115-3140115115,2929280,MO-115115,6,8,FANNING MIDDLE COMMUNITY ED.,ST. LOUIS CITY,St. Louis city,3417 GRACE AVE,ST LOUIS,MO,63116,4710,(314)772-1038,11,City: Large,No,No,Yes,Yes,356,21,17,356,0
2.92928E+11,MO-115115-4580115115,2929280,MO-115115,PK,6,FARRAGUT ELEM.,ST. LOUIS CITY,St. Louis city,4025 SULLIVAN AVE,ST LOUIS,MO,63107,2024,(314)531-1198,11,City: Large,No,No,Yes,Yes,165,12,13.8,165,0
2.92928E+11,MO-115115-4630115115,2929280,MO-115115,PK,6,FORD-FORD BR. ELEM. COMM. ED.,ST. LOUIS CITY,St. Louis city,1383 CLARA AVE,ST LOUIS,MO,63112,4138,(314)383-0836,11,City: Large,No,No,Yes,Yes,267,20,13.4,267,0
2.92928E+11,MO-115115-4660115115,2929280,MO-115115,PK,5,FROEBEL ELEM.,ST. LOUIS CITY,St. Louis city,3709 NEBRASKA AVE,ST LOUIS,MO,63118,3797,(314)771-3533,11,City: Large,No,No,Yes,Yes,290,20,14.5,290,0
2.92928E+11,MO-115115-4730115115,2929280,MO-115115,PK,5,GATEWAY ELEM.,ST. LOUIS CITY,St. Louis city,4 GATEWAY DR,ST LOUIS,MO,63106,2131,(314)241-8255,11,City: Large,No,Yes,Yes,Yes,561,37.7,14.9,561,0
2.92928E+11,MO-115115-1220115115,2929280,MO-115115,9,12,GATEWAY HIGH,ST. LOUIS CITY,St. Louis city,5101 MCREE AVE,ST LOUIS,MO,63110,2019,(314)776-3300,11,City: Large,No,Yes,Yes,Yes,1148,94,12.2,1148,0
2.92928E+11,MO-115115-3230115115,2929280,MO-115115,6,8,GATEWAY MIDDLE,ST. LOUIS CITY,St. Louis city,1200 N JEFFERSON AVE,ST LOUIS,MO,63106,2131,(314)241-2295,11,City: Large,No,No,Yes,Yes,564,40.6,13.9,564,0
2.90059E+11,MO-115916-6997115916,2900592,MO-115916,KG,5,GATEWAY SCIENCE ACAD-SOUTH ELE,GATEWAY SCIENCE ACAD/ST LOUIS,St. Louis city,6651 GRAVOIS AVE.,ST. LOUIS,MO,63116,1125,(314)669-9000,11,City: Large,Yes,No,Yes,Yes,364,27.5,13.2,210,23
2.90059E+11,MO-115916-6980115916,2900592,MO-115916,KG,5,GATEWAY SCIENCE ACAD/ST LOUIS,GATEWAY SCIENCE ACAD/ST LOUIS,St. Louis city,6576 Smiley Avenue,St. Louis,MO,63139,2425,(314)932-7513,11,City: Large,Yes,No,Yes,No,438,29,15.1,104,34
2.90059E+11,MO-115916-1940115916,2900592,MO-115916,9,12,GATEWAY SCIENCE ACADEMY HIGH,GATEWAY SCIENCE ACAD/ST LOUIS,St. Louis city,5049 FYLER AVENUE,ST. LOUIS,MO,63139,2425,(314)261-4361,11,City: Large,Yes,No,Yes,Yes,244,23.21,10.5,106,26
2.90059E+11,MO-115916-3935115916,2900592,MO-115916,6,8,GATEWAY SCIENCE ACADEMY MIDDLE,GATEWAY SCIENCE ACAD/ST LOUIS,St. Louis city,5049 FYLER AVENUE,ST. LOUIS,MO,63139,2425,(314)261-4361,11,City: Large,Yes,No,Yes,Yes,239,22.79,10.5,75,24
2.90002E+11,MO-201201-9070201201,2900022,MO-201201,KG,12,GATEWAY/HUBERT WHEELER SCHOOL,MO SCHLS FOR THE SEV DISABLED,St. Louis city,100 S GARRISON,ST LOUIS,MO,63103,2538,(314)340-5902,11,City: Large,No,No,No,†,33,5.6,5.9,27,3
2.9006E+11,MO-115918-3920115918,2900595,MO-115918,6,8,GRAND CENTER ARTS ACAD MIDDLE,GRAND CENTER ARTS ACADEMY,St. Louis city,711 N. GRAND,ST LOUIS,MO,63103,,(314)533-1791,11,City: Large,Yes,No,Yes,Yes,322,31.12,10.3,186,30
2.9006E+11,MO-115918-1945115918,2900595,MO-115918,9,12,GRAND CENTER ARTS ACADEMY HIGH,GRAND CENTER ARTS ACADEMY,St. Louis city,711 NORTH GRAND AVENUE,ST. LOUIS,MO,63103,1029,(314)533-1791,11,City: Large,Yes,No,Yes,Yes,419,33.8,12.4,227,35
2.92928E+11,MO-115115-1015115115,2929280,MO-115115,5,12,GRISCOM JUVENILE DETENTION CTR,ST. LOUIS CITY,St. Louis city,3847 ENRIGHT AVENUE,ST. LOUIS,MO,63108,,(314)552-2219,11,City: Large,No,No,Yes,Yes,26,4,6.5,23,0
2.92928E+11,MO-115115-4780115115,2929280,MO-115115,PK,5,HAMILTON ELEM. COMMUNITY ED.,ST. LOUIS CITY,St. Louis city,4160 N KINGSHIGHWAY,ST LOUIS,MO,63115,1725,(314)367-0552,11,City: Large,No,No,Yes,Yes,332,26,12.8,332,0
2.90061E+11,MO-115925-3910115925,2900608,MO-115925,6,8,HAWTHORN MIDDLE,HAWTHORN LEADERSHIP SCHL GIRLS,St. Louis city,1901 N KINGSHIGHWAY BLVD,ST. LOUIS,MO,63113,1123,(314)361-5323,11,City: Large,Yes,No,Yes,Yes,124,14.5,8.6,88,9
2.92928E+11,MO-115115-4880115115,2929280,MO-115115,PK,6,HENRY ELEM.,ST. LOUIS CITY,St. Louis city,1220 N TENTH ST,ST LOUIS,MO,63106,4636,(314)231-7284,11,City: Large,No,No,Yes,Yes,240,19,12.6,240,0
2.92928E+11,MO-115115-4900115115,2929280,MO-115115,PK,6,HERZOG ELEM.,ST. LOUIS CITY,St. Louis city,5831 PAMPLIN PL,ST LOUIS,MO,63147,1055,(314)385-2212,11,City: Large,No,No,Yes,Yes,335,25,13.4,335,0
2.92928E+11,MO-115115-4890115115,2929280,MO-115115,PK,5,HICKEY ELEM.,ST. LOUIS CITY,St. Louis city,3111 CORA AVE,ST LOUIS,MO,63115,2304,(314)383-2550,11,City: Large,No,No,Yes,Yes,185,15,12.3,185,0
2.92928E+11,MO-115115-4920115115,2929280,MO-115115,PK,6,HODGEN ELEM.,ST. LOUIS CITY,St. Louis city,1616 CALIFORNIA,ST LOUIS,MO,63104,2046,(314)771-2539,11,City: Large,No,No,Yes,Yes,263,24,11,263,0
2.90001E+11,MO-347347-1055347347,2900009,MO-347347,6,12,HOGAN ST REGIONAL YOUTH CTR.,DIVISION OF YOUTH SERVICE,St. Louis city,1839 HOGAN ST,ST LOUIS,MO,63106,3098,(314)241-7525,11,City: Large,No,No,No,†,31,3,10.3,28,0
2.92928E+11,MO-115115-4960115115,2929280,MO-115115,3,5,HUMBOLDT ACAD OF HIGHER LRNING,ST. LOUIS CITY,St. Louis city,2516 S. 9th St.,St. Louis,MO,63104,,(314)932-5720,11,City: Large,No,No,Yes,Yes,262,17,15.4,262,0
2.92928E+11,MO-115115-5020115115,2929280,MO-115115,PK,5,JEFFERSON ELEM.,ST. LOUIS CITY,St. Louis city,1301 HOGAN ST,ST LOUIS,MO,63106,4732,(314)231-2459,11,City: Large,No,No,Yes,Yes,250,16,15.6,250,0
2.92928E+11,MO-115115-5030115115,2929280,MO-115115,PK,5,KENNARD/CLASSICAL JR. ACAD.,ST. LOUIS CITY,St. Louis city,5031 POTOMAC,ST LOUIS,MO,63139,1316,(314)353-8875,11,City: Large,No,Yes,No,†,346,20,17.3,346,0
2.90059E+11,MO-115914-6970115914,2900591,MO-115914,5,8,KIPP INSPIRE ACADEMY,KIPP ST LOUIS PUBLIC SCHOOLS,St. Louis city,1212 N 22nd St,ST LOUIS,MO,63106,2701,(314)296-3502,11,City: Large,Yes,No,Yes,Yes,344,26,13.2,344,0
2.90059E+11,MO-115914-6973115914,2900591,MO-115914,5,7,KIPP TRIUMPH ACADEMY,KIPP ST LOUIS PUBLIC SCHOOLS,St. Louis city,955 Arcade Ave,St. Louis,MO,63118,2702,(314)454-9167,11,City: Large,Yes,No,Yes,Yes,81,5,16.2,81,0
2.90059E+11,MO-115914-6971115914,2900591,MO-115914,KG,4,KIPP VICTORY ACADEMY,KIPP ST LOUIS PUBLIC SCHOOLS,St. Louis city,955 ARCADE AVENUE,ST. LOUIS,MO,63118,2702,(314)454-9255,11,City: Large,Yes,No,Yes,Yes,324,20,16.2,324,0
2.90059E+11,MO-115914-6972115914,2900591,MO-115914,KG,3,KIPP WISDOM ACADEMY,KIPP ST LOUIS PUBLIC SCHOOLS,St. Louis city,2647 Ohio Ave,St. Louis,MO,63118,1533,(314)384-9561,11,City: Large,Yes,No,Yes,Yes,207,13,15.9,207,0
2.90061E+11,MO-115928-3910115928,2900611,MO-115928,5,8,LA SALLE CHARTER SCHOOL,LA SALLE CHARTER SCHOOL,St. Louis city,1106 North Jefferson,ST. LOUIS,MO,63106,9998,(314)531-9820,11,City: Large,Yes,No,Yes,Yes,88,7.5,11.7,85,0
2.92928E+11,MO-115115-5060115115,2929280,MO-115115,PK,6,LACLEDE ELEM.,ST. LOUIS CITY,St. Louis city,5821 KENNERLY AVE,ST LOUIS,MO,63112,3821,(314)385-0546,11,City: Large,No,No,Yes,Yes,237,18.5,12.8,237,0
2.90061E+11,MO-115924-6993115924,2900606,MO-115924,KG,6,LAFAYETTE PREPARATORY ACADEMY,LAFAYETTE PREPARATORY ACADEMY,St. Louis city,1900 Lafayette Avenue,ST. LOUIS,MO,63104,2526,(314)880-4458,11,City: Large,Yes,No,Yes,Yes,170,12.76,13.3,75,12
2.92928E+11,MO-115115-5100115115,2929280,MO-115115,PK,5,LEXINGTON ELEM.,ST. LOUIS CITY,St. Louis city,5030 LEXINGTON AVE,ST LOUIS,MO,63115,1594,(314)385-2522,11,City: Large,No,No,Yes,Yes,379,25,15.2,379,0
2.90057E+11,MO-115902-3910115902,2900574,MO-115902,6,8,LIFT FOR LIFE ACADEMY,LIFT FOR LIFE ACADEMY,St. Louis city,1731 S BROADWAY,ST LOUIS,MO,63104,4050,(314)231-2337,11,City: Large,Yes,No,Yes,Yes,244,20.71,11.8,241,0
2.90057E+11,MO-115902-1935115902,2900574,MO-115902,9,12,LIFT FOR LIFE ACADEMY HIGH SCH,LIFT FOR LIFE ACADEMY,St. Louis city,1731 S BROADWAY,ST LOUIS,MO,63104,4050,(314)231-2337,11,City: Large,Yes,No,Yes,Yes,342,27.9,12.3,339,0
2.92928E+11,MO-115115-3260115115,2929280,MO-115115,6,8,LONG MIDDLE COMMUNITY ED. CTR.,ST. LOUIS CITY,St. Louis city,5028 MORGANFORD RD,ST LOUIS,MO,63116,2311,(314)481-3440,11,City: Large,No,No,Yes,Yes,210,16,13.1,210,0
2.92928E+11,MO-115115-5180115115,2929280,MO-115115,PK,8,LYON AT BLOW ELEM.,ST. LOUIS CITY,St. Louis city,516 LOUGHBOROUGH AVE,ST LOUIS,MO,63111,2727,(314)353-1353,11,City: Large,No,Yes,Yes,Yes,400,34,11.8,400,0
2.92928E+11,MO-115115-5240115115,2929280,MO-115115,PK,5,MALLINCKRODT A.B.I. ELEM.,ST. LOUIS CITY,St. Louis city,6020 PERNOD AVE,ST LOUIS,MO,63139,1909,(314)352-9212,11,City: Large,No,Yes,Yes,Yes,294,19.2,15.3,294,0
2.92928E+11,MO-115115-5260115115,2929280,MO-115115,PK,6,MANN ELEM.,ST. LOUIS CITY,St. Louis city,4047 JUNIATA ST,ST LOUIS,MO,63116,3913,(314)772-4545,11,City: Large,No,No,Yes,Yes,292,27.2,10.7,292,0
2.92928E+11,MO-115115-5340115115,2929280,MO-115115,PK,6,MASON ELEM.,ST. LOUIS CITY,St. Louis city,6031 SOUTHWEST AVE,ST LOUIS,MO,63139,2757,(314)645-1201,11,City: Large,No,No,Yes,Yes,479,31.9,15,479,0
2.92928E+11,MO-115115-1570115115,2929280,MO-115115,6,12,MCKINLEY CLASS. LEADERSHIP AC.,ST. LOUIS CITY,St. Louis city,2156 RUSSELL BLVD,ST LOUIS,MO,63104,2607,(314)773-0027,11,City: Large,No,No,Yes,Yes,528,37.5,14.1,528,0
2.92928E+11,MO-115115-5500115115,2929280,MO-115115,PK,5,MERAMEC ELEM.,ST. LOUIS CITY,St. Louis city,2745 MERAMEC ST,ST LOUIS,MO,63118,4533,(314)353-7145,11,City: Large,No,No,Yes,Yes,231,18.9,12.2,231,0
2.92928E+11,MO-115115-1560115115,2929280,MO-115115,9,12,METRO HIGH,ST. LOUIS CITY,St. Louis city,4015 MCPHERSON AVE,ST LOUIS,MO,63108,3117,(314)534-3894,11,City: Large,No,Yes,No,†,334,24,13.9,334,0
2.92928E+11,MO-115115-1100115115,2929280,MO-115115,9,12,MILLER CAREER ACADEMY,ST. LOUIS CITY,St. Louis city,1000 N GRAND,ST LOUIS,MO,63106,1622,(314)371-0394,11,City: Large,No,No,Yes,Yes,666,46,14.5,666,0
2.90002E+11,MO-115414-4020115414,2900021,MO-115414,KG,8,MO School for the Blind - ELEM,MO SCHOOL FOR THE BLIND,St. Louis city,3815 MAGNOLIA AVE,ST LOUIS,MO,63110,4099,(314)776-4320,11,City: Large,No,No,No,†,11,4.9,2.2,0,0
2.90002E+11,MO-115414-1050115414,2900021,MO-115414,9,12,MO School for the Blind - HS,MO SCHOOL FOR THE BLIND,St. Louis city,3815 MAGNOLIA AVE,ST LOUIS,MO,63110,4099,(314)776-4320,11,City: Large,No,No,No,†,29,6.3,4.6,0,0
2.92928E+11,MO-115115-5560115115,2929280,MO-115115,PK,6,MONROE ELEM.,ST. LOUIS CITY,St. Louis city,3641 MISSOURI AVE,ST LOUIS,MO,63118,4020,(314)776-7315,11,City: Large,No,No,Yes,Yes,353,23,15.3,353,0
2.92928E+11,MO-115115-5590115115,2929280,MO-115115,PK,5,MULLANPHY BOTANICAL GARDENS,ST. LOUIS CITY,St. Louis city,4221 SHAW BLVD,ST LOUIS,MO,63110,3526,(314)772-0994,11,City: Large,No,Yes,Yes,Yes,432,39.4,11,432,0
2.92928E+11,MO-115115-4970115115,2929280,MO-115115,KG,8,NAHED CHAPMAN NEW AMERICAN ACA,ST. LOUIS CITY,St. Louis city,1530 SOUTH GRAND,ST. LOUIS,MO,63104,,(314)776-3285,11,City: Large,No,No,Yes,Yes,196,13.05,15,193,0
2.90059E+11,MO-115913-6965115913,2900589,MO-115913,PK,5,NORTH SIDE COMMUNITY SCHOOL,NORTH SIDE COMMUNITY SCHOOL,St. Louis city,3033 N EUCLID STREET,ST LOUIS,MO,63115,1632,(314)385-4500,11,City: Large,Yes,No,Yes,Yes,393,29.9,13.1,390,0
2.92928E+11,MO-115115-5600115115,2929280,MO-115115,PK,5,OAK HILL ELEM.,ST. LOUIS CITY,St. Louis city,4300 MORGANFORD RD,ST LOUIS,MO,63116,1504,(314)481-0420,11,City: Large,No,No,Yes,Yes,299,21,14.2,299,0
2.90058E+11,MO-115906-6930115906,2900579,MO-115906,PK,6,OLD NORTH,CONFLUENCE ACADEMIES,St. Louis city,3017 NORTH 13TH STREET,ST LOUIS,MO,63107,3924,(314)241-1110,11,City: Large,Yes,No,Yes,Yes,805,68.5,11.8,805,0
2.92928E+11,MO-115115-5620115115,2929280,MO-115115,PK,5,PEABODY ELEM.,ST. LOUIS CITY,St. Louis city,1224 S 14TH ST,ST LOUIS,MO,63104,3004,(314)241-1533,11,City: Large,No,No,Yes,Yes,241,22,11,241,0
2.9006E+11,MO-115919-3930115919,2900598,MO-115919,4,8,PRECLARUS MASTERY ACADEMY,PRECLARUS MASTERY ACADEMY,St. Louis city,620 North Grand Blvd.,ST. LOUIS,MO,63103,1009,(314)454-0815,11,City: Large,Yes,No,Yes,Yes,153,18,8.5,150,0
2.90058E+11,MO-115903-6915115903,2900576,MO-115903,KG,8,PREMIER CHARTER SCHOOL,PREMIER CHARTER SCHOOL,St. Louis city,5279 FYLER AVENUE,ST LOUIS,MO,63139,1361,(314)645-9600,11,City: Large,Yes,No,Yes,Yes,925,78.9,11.7,533,80
2.90001E+11,MO-347347-1064347347,2900009,MO-347347,6,12,REACH ST. LOUIS DAY TREATMENT,DIVISION OF YOUTH SERVICE,St. Louis city,6124 ENRIGHT AVE,ST LOUIS,MO,63112,1200,(314)725-4122,11,City: Large,No,No,†,†,0,–,†,†,†
2.92928E+11,MO-115115-1680115115,2929280,MO-115115,9,12,ROOSEVELT HIGH,ST. LOUIS CITY,St. Louis city,3230 HARTFORD ST,ST LOUIS,MO,63118,2106,(314)776-6040,11,City: Large,No,No,Yes,Yes,518,38.6,13.4,518,0
2.92928E+11,MO-115115-5780115115,2929280,MO-115115,PK,5,SHAW VISUAL/PERF. ARTS CTR.,ST. LOUIS CITY,St. Louis city,5329 COLUMBIA AVE,ST LOUIS,MO,63139,1443,(314)776-5091,11,City: Large,No,Yes,Yes,Yes,397,24.8,16,397,0
2.92928E+11,MO-115115-5800115115,2929280,MO-115115,PK,6,SHENANDOAH ELEM.,ST. LOUIS CITY,St. Louis city,3412 SHENANDOAH AVE,ST LOUIS,MO,63104,1722,(314)772-7544,11,City: Large,No,No,Yes,Yes,219,17,12.9,219,0
2.92928E+11,MO-115115-5860115115,2929280,MO-115115,PK,6,SIGEL ELEM. COMM. ED. CTR.,ST. LOUIS CITY,St. Louis city,2050 ALLEN AVE,ST LOUIS,MO,63104,2629,(314)771-0010,11,City: Large,No,No,Yes,Yes,264,20,13.2,264,0
2.92928E+11,MO-115115-1730115115,2929280,MO-115115,9,12,SOLDAN INTERNATIONAL STUDIES,ST. LOUIS CITY,St. Louis city,918 N UNION BLVD,ST LOUIS,MO,63108,1089,(314)367-9222,11,City: Large,No,Yes,Yes,Yes,593,38.2,15.5,593,0
2.90058E+11,MO-115906-6932115906,2900579,MO-115906,PK,8,SOUTH CITY,CONFLUENCE ACADEMIES,St. Louis city,3112 MERAMEC,ST LOUIS,MO,63118,4339,(314)481-4700,11,City: Large,Yes,No,Yes,Yes,839,66,12.7,839,0
